Date,Open,High,Low,Close,Volume
2019-01-01,19.661928239741645,20.87093981269642,19.354636946104314,20.256357076505616,165276498
2019-01-02,19.990753959107135,20.727809966351064,19.18653167466219,20.19444134294979,126692527
2019-01-03,20.506966992396947,21.200816505012614,20.230629331364618,20.529511824266354,51208957
2019-01-04,21.03809160073764,22.345339705221594,20.85079977233766,21.31940011514204,183581263
2019-01-07,21.162940796045984,21.548740768440936,20.648028027311568,21.203127638087157,173699983
2019-01-08,20.487932692470025,21.505472465553186,20.13957944797687,21.087497994567723,145638400
2019-01-09,21.54612490004898,23.190945576696496,20.814556772028176,21.928474170765742,100856306
2019-01-10,21.861721448110686,22.777723760214535,21.862119881993124,22.357962376333504,105950884
2019-01-11,21.925991309608463,22.953004462423376,21.302274753927605,22.104493294849387,109507174
2019-01-14,22.400584723950328,23.286505472938245,21.321403708671006,22.413160463304806,114773330
2019-01-15,21.668145681661926,22.926648055064902,21.51600476500482,22.16245934972662,194155984
2019-01-16,21.68593633682757,22.838838432990038,20.64267688289264,21.913281415180034,103989567
2019-01-17,21.524032299051395,22.528584267136214,21.091003074129098,22.054601411463175,166617945
2019-01-18,20.7345545452249,21.799122964377023,20.240181132008473,21.008507422418898,156768957
2019-01-21,19.78753709493389,20.686309830696324,19.053083594779764,20.110962098202545,124251591
2019-01-22,19.819643580487174,20.69091754151433,19.622719952751304,19.836302903320398,166827068
2019-01-23,19.11481122729647,19.6719635245621,18.383666508246115,19.34196680216015,153266976
2019-01-24,19.121086505170314,20.253326998480414,18.45866327383162,19.501657625749143,145059475
2019-01-25,18.560019259931472,19.43405177219196,18.11679090614782,19.06675892288064,67636027
2019-01-28,17.93264236630524,18.84156423170049,18.004694996545208,18.401184271468495,97301994
2019-01-29,18.639293221430293,19.482294059791137,18.34381106176341,19.082786572031495,187853847
2019-01-30,18.556148213385523,19.34607356479789,18.38040244589404,18.982708662780123,178886263
2019-01-31,18.937099450120982,19.99792000873659,17.900989720263162,19.022348452148023,52853507
2019-02-01,18.110827454432464,18.798101103628387,17.282856489019554,18.352405980160928,141479628
2019-02-04,17.851037211125387,19.130588003096573,17.427074464781608,18.109978623326185,76947160
2019-02-05,17.68497118255061,19.230171417000772,17.819223061702296,18.167442757987757,66450961
2019-02-06,17.577880295708198,18.33265683678386,17.374137194792713,17.65194448677517,108125052
2019-02-07,17.676576888098307,18.130496604004257,16.832588624452995,17.82480027866061,68931543
2019-02-08,17.0730017427754,18.068849708213037,16.98321500726762,17.5642735815861,54070081
2019-02-11,17.29032571776441,18.3133974681049,17.19310476470048,17.44321457043354,126647599
2019-02-12,16.952432210758815,17.67540931943576,16.48995134666988,17.187799417622564,111210169
2019-02-13,17.494980123006396,18.248769628088173,17.657372737572686,17.990589184914057,83016347
2019-02-14,17.699331833273796,18.67250776077227,17.032482658754123,17.99171484495311,111398562
2019-02-15,17.252268202311246,18.438851726677587,17.291324451415825,17.523160695336966,80948393
2019-02-18,17.44276806786752,18.78139115728497,17.489246353667347,17.890509626463,99713851
2019-02-19,17.32336118699515,17.67707781172295,17.127214484471768,17.351627953508267,191279672
2019-02-20,17.37063752450779,18.210622669599953,16.992541901974402,17.449171689528537,128678335
2019-02-21,16.436446203434322,16.95033142090369,15.906857323874375,16.6012858470439,156720470
2019-02-22,15.797673907513207,16.392437817758125,15.846489313948103,16.05668645498725,152896710
2019-02-25,15.857271849085402,17.009023057819675,15.396016423851018,16.14213260805654,56134678
2019-02-26,16.274391103345526,16.81637636972412,15.732959523453419,16.446600097622362,159056235
2019-02-27,16.298305781543537,16.90636598223552,16.11121629335609,16.52363937741512,101897624
2019-02-28,16.018793751627314,16.647838800912577,16.12424239665104,16.482475570346065,154640104
2019-03-01,16.125658448477818,17.241069883275173,16.14357966847032,16.36499520290692,92155894
2019-03-04,15.675070128613836,16.54913537633489,14.982094908537276,15.766641068994199,168993928
2019-03-05,15.237931187659628,16.129943157875406,15.17787495945474,15.489209593937955,52956156
2019-03-06,14.881395672388114,16.044794572511908,14.963626772311558,15.317032016013277,180803504
2019-03-07,15.627115976998144,16.00480846111678,14.83444861692871,15.727958203415543,199247794
2019-03-08,15.489144375844617,16.391718436465954,15.224447321115768,15.869359739103455,58593188
2019-03-11,14.838708865507265,15.594521669675387,14.480240506830915,15.176249521500695,182099420
2019-03-12,14.921747419163156,15.530096093204667,14.619978283393902,15.305279500945641,136395043
2019-03-13,14.859357110138045,15.684282897425772,14.999486521921094,15.164056814430188,77047758
2019-03-14,14.804669750248854,15.74920790348907,14.497993383540871,14.913500345366527,111416967
2019-03-15,14.929118216762216,15.32933664379111,14.782221068005697,15.147521609126695,117667609
2019-03-18,15.17322785597154,15.925971420215419,15.370394946950904,15.544007806420513,98701012
2019-03-19,15.853801568043526,16.236363080977466,15.257497803899636,15.912121045580742,97698365
2019-03-20,15.52834241099212,15.926060574378573,15.27438368958348,15.584642623671696,187083621
2019-03-21,15.41033625620733,16.327798797407084,14.878296671382982,15.470402371409724,114521316
2019-03-22,15.248359065632933,16.12596118918265,15.346868435976441,15.604709996726962,118359708
2019-03-25,15.728263686641712,16.524286681580076,15.176487108337438,15.991529350662265,50916094
2019-03-26,15.79923997424271,16.565517852245875,15.606949612782103,15.806357740187925,160138889
2019-03-27,15.631664451399752,16.0182887098834,14.967122396339889,15.739315478213364,107050790
2019-03-28,14.863456935891502,15.836398826878913,14.641396570057035,15.310287324893103,63458496
2019-03-29,14.441863498798195,15.326588252119743,14.528837662292348,14.858554761957674,64756739
2019-04-01,14.922416486223621,15.770632383210684,14.554933706023016,15.16632216955118,154847547
2019-04-02,15.643897190071359,16.627468203448334,15.222459924411943,15.68661802873266,157501459
2019-04-03,15.447870509069116,16.423956810532125,15.07297810329562,15.664652794158322,171716054
2019-04-04,15.821905547086102,16.544121812428052,15.696351913556883,16.063918515600836,55236840
2019-04-05,15.780418587867404,17.04869462384684,15.427767934602834,16.21557637397385,65954465
2019-04-08,15.796198663968056,16.25637313215137,15.049556660958038,15.960537888244472,57660064
2019-04-09,16.025140269610787,16.296775258947676,15.38606636401704,16.111123809758823,107502012
2019-04-10,16.425957352629222,17.075519444783243,16.12975888315901,16.737055697939468,137860489
2019-04-11,16.61614789540653,17.18078072000821,15.86557271840227,16.728759959918147,150840512
2019-04-12,17.371282834741343,18.007658569112678,16.654919221831037,17.389815167425144,68953728
2019-04-15,15.869497674203204,16.92046133957088,15.60752124995017,16.257849014844926,53683460
2019-04-16,16.3610521995415,17.520125850687066,15.65013731689045,16.59841132497725,178365135
2019-04-17,16.28528597504802,17.231811890659547,16.1280472651105,16.641171765588503,92066702
2019-04-18,16.4207497371085,17.10280645333275,16.262645915587587,16.523432417337837,70021787
2019-04-19,16.357994544960228,16.775247509550763,15.699573479090859,16.567946865045943,153557854
2019-04-22,15.57865129953084,15.936334057718444,15.27705953567536,15.751325639598845,51480175
2019-04-23,15.576115721529803,16.259699094818345,15.25171619378409,15.671123083874832,51829484
2019-04-24,15.530676914975881,16.322013551721554,15.199899515720933,15.817300409682375,149040912
2019-04-25,16.3662385287579,17.26058007990591,15.998734277361383,16.408034681830173,165178864
2019-04-26,15.975026971950053,16.49418958853062,15.562616507684245,16.202003002803064,124325901
2019-04-29,15.479827739574523,16.059642196114243,15.328850529436586,15.881003409458623,62300059
2019-04-30,15.54502230977757,16.197256414917458,14.75262471886301,15.688145677825258,186963881
2019-05-01,15.953878954421393,16.40459687755252,15.645462821382107,16.053444980503887,165320930
2019-05-02,15.85992018235273,16.39389143085547,15.755714311150507,16.191806054776123,74069712
2019-05-03,15.915353704970013,16.722769896127595,15.055497781314738,15.98383841532467,137669192
2019-05-06,16.149730310359075,16.447649140607098,15.521808279956332,16.195331543559107,100543111
2019-05-07,15.888798437655314,16.897515241464852,16.061676292074957,16.241114753604723,141071380
2019-05-08,16.632681530949252,17.041163293931785,15.992525499807835,16.640908060674892,60056396
2019-05-09,15.933871765467774,16.660930027160827,15.784642998341765,16.355494399176028,67045818
2019-05-10,15.83956756597813,16.698471802721944,15.992696151511216,16.22805968684815,153058116
2019-05-13,15.682052924078556,16.880407727062895,15.68745988685578,16.07547204790468,105068560
2019-05-14,15.444460035833451,15.952421941414856,15.015032817088892,15.493734895714127,87297281
2019-05-15,15.452689772778287,16.356928555188386,15.300626009379265,15.614632616424512,75259300
2019-05-16,15.322847048622968,15.978663085436041,15.458930663311879,15.722785523662825,145713544
2019-05-17,15.466954993090653,16.496222056529948,15.14658675253867,15.731084582424138,137289289
2019-05-20,15.464558016948555,15.98691296428838,15.078068461076201,15.645119265330287,136881865
2019-05-21,14.682656312437492,15.760120906357697,14.483344763409148,15.097786211435475,171420637
2019-05-22,14.892336181844028,15.517287369713332,14.7707255186761,14.945054997071258,169267141
2019-05-23,14.735650376250002,15.659850644161867,14.450310962083833,14.822985836625405,91844417
2019-05-24,14.315907129062612,14.958348546346054,13.720182993981718,14.53161141599209,125589151
2019-05-27,14.464551483339775,14.671518561420259,14.23483300357356,14.478830528336433,161830121
2019-05-28,14.37531663864053,14.791198501460382,14.104574719157183,14.630876657563936,156067968
2019-05-29,15.319336776124038,16.113557560638192,14.459732598048621,15.326642840073147,178853748
2019-05-30,15.246248160798745,15.957700122207006,14.898958944801903,15.399665791836044,163858444
2019-05-31,15.335047964188949,16.2610374024673,14.89808778088783,15.504980406694962,104222350
2019-06-03,15.094936607516305,15.818621260934686,15.23286590952326,15.482325337224818,99502260
2019-06-04,14.693610022737833,15.147728208839359,14.011495338907594,14.745842262285658,95931435
2019-06-05,14.488768530658167,14.911575540775404,14.466634055438854,14.74196636356217,175042221
2019-06-06,14.398845033746676,15.627826564291784,14.295712084543974,14.77006094333312,185416945
2019-06-07,15.220891791623378,16.36617305245217,14.78722294192081,15.685524870700258,115661074
2019-06-10,15.410116508624297,16.501194340802638,15.438219637703314,15.616367013217884,197724916
2019-06-11,15.517173684506611,16.10669400487794,15.199356906768907,15.740340409266725,181091731
2019-06-12,15.600515077094338,16.371314092076243,15.0178164838531,15.732977168646217,149231635
2019-06-13,15.229296343408434,15.950757175597317,14.721442149634422,15.279600737429517,173917137
2019-06-14,15.288045228997518,16.12911201991992,15.453297050282165,15.722259485709863,186149169
2019-06-17,15.89502472882722,16.86385093414737,15.306944429239929,16.0241005458986,148391193
2019-06-18,15.94888852334806,17.285054912886785,15.524043500206846,16.347399572477855,112072733
2019-06-19,15.914285885128923,16.849208742552058,15.126491074368355,15.98228553006364,197934408
2019-06-20,16.45934443792794,17.326214107250813,15.802690793572781,16.549174924708907,129422317
2019-06-21,15.755721914234975,16.357201827013554,15.640354084431825,15.975807633265328,76301554
2019-06-24,16.075619681271117,16.607094252140552,15.625999178038096,16.216585857287892,157163294
2019-06-25,16.759148256946467,18.106434912733512,16.2790715649097,17.111115284693977,98753731
2019-06-26,16.429376854520388,16.869757088609784,15.831292919473466,16.694230199483147,82251324
2019-06-27,16.376460173622238,17.21867827504851,15.75059888463748,16.46456027507711,162753989
2019-06-28,16.244302944569025,17.26036825974357,16.29744342653673,16.51216399686162,89665485
2019-07-01,15.996684782564545,16.981873708191625,15.612030395325876,16.31093204823052,97670630
